0 0 2.71828 0 
0 0.128205 2.68331 0 
0 0.25641 2.58193 0 
0 0.384615 2.42409 0 
0 0.512821 2.2243 0 
0 0.641026 1.99915 0 
0 0.769231 1.76485 0 
0 0.897436 1.53525 0 
0 1.02564 1.32077 0 
0 1.15385 1.1281 0 
0 1.28205 0.960534 0 
0 1.41026 0.81871 0 
0 1.53846 0.701451 0 
0 1.66667 0.606531 0 
0 1.79487 0.531291 0 
0 1.92308 0.473071 0 
0 2.05128 0.429476 0 
0 2.17949 0.398527 0 
0 2.30769 0.378726 0 
0 2.4359 0.369074 0 
0 2.5641 0.369074 0 
0 2.69231 0.378726 0 
0 2.82051 0.398527 0 
0 2.94872 0.429476 0 
0 3.07692 0.473071 0 
0 3.20513 0.531291 0 
0 3.33333 0.606531 0 
0 3.46154 0.701451 0 
0 3.58974 0.81871 0 
0 3.71795 0.960534 0 
0 3.84615 1.1281 0 
0 3.97436 1.32077 0 
0 4.10256 1.53525 0 
0 4.23077 1.76485 0 
0 4.35897 1.99915 0 
0 4.48718 2.2243 0 
0 4.61538 2.42409 0 
0 4.74359 2.58193 0 
0 4.87179 2.68331 0 
0 5 2.71828 0 
0.4 0 2.467 0.984731 
0.4 0.128205 2.59026 0.9968 
0.4 0.25641 2.66342 0.990507 
0.4 0.384615 2.6873 0.965181 
0.4 0.512821 2.66342 0.921162 
0.4 0.641026 2.59026 0.860605 
0.4 0.769231 2.467 0.7876 
0.4 0.897436 2.29912 0.707311 
0.4 1.02564 2.09854 0.624875 
0.4 1.15385 1.8798 0.544664 
0.4 1.28205 1.65682 0.46995 
0.4 1.41026 1.4412 0.402841 
0.4 1.53846 1.24147 0.34439 
0.4 1.66667 1.06297 0.294814 
0.4 1.79487 0.908217 0.253746 
0.4 1.92308 0.777528 0.220473 
0.4 2.05128 0.669704 0.194131 
0.4 2.17949 0.582696 0.173848 
0.4 2.30769 0.51411 0.158838 
0.4 2.4359 0.461583 0.148452 
0.4 2.5641 0.423016 0.14221 
0.4 2.69231 0.396707 0.139812 
0.4 2.82051 0.381419 0.141141 
0.4 2.94872 0.376407 0.146264 
0.4 3.07692 0.381419 0.155437 
0.4 3.20513 0.396707 0.169094 
0.4 3.33333 0.423016 0.18785 
0.4 3.46154 0.461583 0.212471 
0.4 3.58974 0.51411 0.243834 
0.4 3.71795 0.582696 0.28284 
0.4 3.84615 0.669704 0.330285 
0.4 3.97436 0.777528 0.386671 
0.4 4.10256 0.908217 0.451966 
0.4 4.23077 1.06297 0.525342 
0.4 4.35897 1.24147 0.604929 
0.4 4.48718 1.4412 0.687671 
0.4 4.61538 1.65682 0.769349 
0.4 4.74359 1.8798 0.844847 
0.4 4.87179 2.09854 0.908656 
0.4 5 2.29912 0.955587 
0.8 0 1.76899 1.41974 
0.8 0.128205 1.98051 1.49335 
0.8 0.25641 2.17996 1.54257 
0.8 0.384615 2.35489 1.56412 
0.8 0.512821 2.49423 1.55672 
0.8 0.641026 2.5902 1.52102 
0.8 0.769231 2.63882 1.4593 
0.8 0.897436 2.63882 1.37514 
0.8 1.02564 2.5902 1.27329 
0.8 1.15385 2.49423 1.15935 
0.8 1.28205 2.35489 1.03941 
0.8 1.41026 2.17996 0.919309 
0.8 1.53846 1.98051 0.804051 
0.8 1.66667 1.76899 0.69743 
0.8 1.79487 1.55715 0.601905 
0.8 1.92308 1.3547 0.518718 
0.8 2.05128 1.16862 0.448126 
0.8 2.17949 1.00317 0.389683 
0.8 2.30769 0.860247 0.342513 
0.8 2.4359 0.739882 0.305545 
0.8 2.5641 0.640883 0.277699 
0.8 2.69231 0.561359 0.258014 
0.8 2.82051 0.499164 0.245732 
0.8 2.94872 0.452211 0.24035 
0.8 3.07692 0.41868 0.241642 
0.8 3.20513 0.397141 0.249679 
0.8 3.33333 0.386619 0.264822 
0.8 3.46154 0.386619 0.287713 
0.8 3.58974 0.397141 0.319243 
0.8 3.71795 0.41868 0.360493 
0.8 3.84615 0.452211 0.412625 
0.8 3.97436 0.499164 0.476725 
0.8 4.10256 0.561359 0.553582 
0.8 4.23077 0.640883 0.643402 
0.8 4.35897 0.739882 0.745501 
0.8 4.48718 0.860247 0.858011 
0.8 4.61538 1.00317 0.977669 
0.8 4.74359 1.16862 1.09977 
0.8 4.87179 1.3547 1.21837 
0.8 5 1.55715 1.32667 
1.2 0 1.10168 1.42765 
1.2 0.128205 1.27506 1.54826 
1.2 0.25641 1.46508 1.65494 
1.2 0.384615 1.66603 1.742 
1.2 0.512821 1.86986 1.80456 
